id,weight,sex,education,region,age,income,job_prestige,mother_job_prestige,father_job_prestige,socioeconomic_index,satjob,relationship,male_breadwinner,men_bettersuited,child_suffer,men_overwork
1157,0.4714985548,male,14.0,mountain,22.0,70100.0,34.0,33.0,50.0,17.0,mod. satisfied,,,,,
1158,0.9429971097,male,14.0,mountain,28.0,84120.0,47.0,,49.0,57.8,very satisfied,agree,agree,disagree,agree,agree
1159,0.4714985548,female,12.0,mountain,87.0,22782.5,31.0,24.0,24.0,37.6,,agree,strongly disagree,disagree,disagree,disagree
1160,0.9429971097,male,16.0,mountain,64.0,84120.0,64.0,32.0,34.0,82.5,very satisfied,agree,strongly disagree,disagree,strongly disagree,agree
1161,1.885994219,female,11.0,mountain,18.0,158201.8412,,46.0,39.0,,,agree,strongly disagree,disagree,disagree,disagree
1162,0.9429971097,female,12.0,mountain,73.0,,47.0,35.0,46.0,38.8,,agree,disagree,disagree,disagree,agree
1163,0.9429971097,female,13.0,mountain,68.0,,46.0,,38.0,52.0,,strongly agree,disagree,disagree,disagree,neither agree nor disagree
1164,1.414495664,female,20.0,mountain,51.0,158201.8412,69.0,64.0,70.0,88.6,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
1165,0.9429971097,male,16.0,mountain,67.0,84120.0,43.0,47.0,,61.2,very satisfied,,,,,
1166,1.414495664,male,16.0,mountain,81.0,158201.8412,69.0,26.0,,91.1,,strongly agree,strongly disagree,disagree,disagree,disagree
1167,1.885994219,male,16.0,mountain,70.0,158201.8412,41.0,31.0,44.0,52.1,,disagree,disagree,disagree,agree,disagree
1168,0.9429971097,male,12.0,mountain,63.0,57832.5,49.0,,48.0,45.4,,disagree,agree,disagree,agree,agree
1169,0.9429971097,female,12.0,e. nor. central,71.0,31545.0,38.0,,35.0,39.2,,,,,,
1170,0.9429971097,male,16.0,e. nor. central,34.0,158201.8412,53.0,28.0,60.0,59.1,mod. satisfied,agree,disagree,disagree,disagree,agree
1171,0.4714985548,male,16.0,e. nor. central,86.0,38555.0,51.0,33.0,32.0,78.3,very satisfied,agree,agree,disagree,disagree,agree
1172,0.4714985548,female,12.0,e. nor. central,39.0,31545.0,32.0,32.0,,35.8,mod. satisfied,,disagree,disagree,,disagree
1173,0.9429971097,male,12.0,e. nor. central,47.0,38555.0,25.0,,48.0,23.3,very satisfied,strongly agree,strongly disagree,disagree,disagree,agree
1174,0.9429971097,female,18.0,e. nor. central,33.0,98140.0,64.0,38.0,,84.2,mod. satisfied,,,,,
1175,0.9429971097,male,16.0,e. nor. central,31.0,26287.5,49.0,,,51.8,very satisfied,agree,strongly disagree,disagree,agree,neither agree nor disagree
1176,0.9429971097,female,12.0,e. nor. central,57.0,158201.8412,36.0,,38.0,24.6,,agree,agree,disagree,disagree,disagree
1177,0.9429971097,male,13.0,e. nor. central,35.0,47317.5,55.0,38.0,,37.2,mod. satisfied,agree,disagree,disagree,disagree,neither agree nor disagree
1178,0.9429971097,female,12.0,e. nor. central,65.0,47317.5,48.0,,62.0,57.5,,strongly agree,disagree,disagree,disagree,disagree
1179,0.4714985548,male,12.0,e. nor. central,69.0,22782.5,40.0,40.0,45.0,38.3,,,,,,
1180,0.4714985548,female,12.0,e. nor. central,59.0,2453.5,29.0,,,23.3,mod. satisfied,agree,disagree,disagree,agree,agree
1181,0.9429971097,male,13.0,e. nor. central,35.0,98140.0,50.0,39.0,,32.6,mod. satisfied,,,,,
1182,0.4714985548,male,13.0,e. nor. central,37.0,19277.5,25.0,37.0,32.0,23.3,a little dissat,disagree,agree,agree,agree,disagree
1183,1.885994219,female,12.0,e. nor. central,51.0,158201.8412,72.0,47.0,31.0,77.4,very satisfied,,,,,
1184,0.9429971097,male,10.0,e. nor. central,85.0,22782.5,,,,,,strongly disagree,agree,agree,disagree,strongly disagree
1185,1.414495664,female,16.0,e. nor. central,49.0,98140.0,50.0,56.0,72.0,57.4,very satisfied,strongly agree,disagree,disagree,disagree,neither agree nor disagree
1186,0.9429971097,female,16.0,e. nor. central,68.0,112160.0,64.0,61.0,43.0,84.2,,,,,,
1187,0.9429971097,female,17.0,e. nor. central,70.0,158201.8412,64.0,,31.0,84.2,,strongly agree,strongly disagree,disagree,strongly disagree,strongly agree
1188,0.4714985548,male,12.0,e. nor. central,74.0,26287.5,32.0,,,28.7,,,,,,
1189,0.9429971097,female,12.0,e. nor. central,68.0,57832.5,32.0,31.0,27.0,35.8,very satisfied,agree,disagree,disagree,disagree,neither agree nor disagree
1190,0.9429971097,female,16.0,e. nor. central,46.0,112160.0,47.0,,60.0,65.3,mod. satisfied,strongly agree,disagree,disagree,strongly disagree,agree
1191,1.414495664,female,14.0,e. nor. central,51.0,112160.0,64.0,64.0,,84.2,very satisfied,,,,,
1192,0.9429971097,male,12.0,e. nor. central,66.0,84120.0,35.0,,36.0,34.6,,strongly agree,agree,disagree,disagree,agree
1193,0.9429971097,male,14.0,e. nor. central,43.0,158201.8412,49.0,,,56.9,very satisfied,agree,agree,disagree,agree,neither agree nor disagree
1194,0.4714985548,female,11.0,e. nor. central,74.0,,31.0,,24.0,39.7,,,,,,
1195,0.9429971097,male,18.0,e. nor. central,74.0,57832.5,53.0,61.0,39.0,69.3,,agree,disagree,disagree,agree,strongly agree
1196,0.9429971097,male,12.0,e. nor. central,85.0,84120.0,60.0,,31.0,65.3,,,,,,
1197,0.9429971097,male,16.0,e. nor. central,49.0,31545.0,46.0,,27.0,61.4,a little dissat,,,,,
1198,1.414495664,female,12.0,e. nor. central,46.0,,38.0,,65.0,39.2,mod. satisfied,strongly agree,disagree,disagree,disagree,neither agree nor disagree
1199,0.9429971097,female,17.0,e. nor. central,37.0,98140.0,64.0,49.0,61.0,82.5,very satisfied,,,,,
1200,0.4714985548,female,11.0,mountain,41.0,11391.25,48.0,35.0,31.0,24.2,very satisfied,agree,strongly disagree,disagree,disagree,agree
1201,0.9429971097,male,12.0,mountain,22.0,22782.5,37.0,53.0,41.0,18.6,mod. satisfied,,,,,
1202,0.9429971097,female,16.0,mountain,43.0,22782.5,32.0,,74.0,35.8,very dissatisfied,agree,disagree,agree,agree,agree
1203,0.9429971097,female,16.0,mountain,73.0,47317.5,61.0,,31.0,80.9,,,,,,
1204,0.9429971097,female,16.0,mountain,34.0,31545.0,64.0,61.0,24.0,82.5,a little dissat,strongly disagree,disagree,disagree,agree,neither agree nor disagree
1205,0.4714985548,male,14.0,mountain,87.0,9638.75,35.0,,31.0,32.0,,,,,,
1206,0.9429971097,female,18.0,mountain,32.0,22782.5,51.0,,63.0,63.7,mod. satisfied,agree,strongly disagree,disagree,disagree,agree
1207,0.9429971097,female,14.0,mountain,31.0,22782.5,35.0,39.0,44.0,34.6,a little dissat,,,,,
1208,0.9429971097,male,12.0,mountain,33.0,1402.0,24.0,,42.0,20.7,,disagree,strongly disagree,disagree,disagree,agree
1209,0.4714985548,male,12.0,mountain,69.0,7886.25,35.0,,35.0,32.0,,agree,agree,disagree,disagree,agree
1210,0.4714985548,male,12.0,mountain,77.0,9638.75,39.0,31.0,,67.7,,,,,,
1211,0.4714985548,male,13.0,mountain,52.0,350.5,37.0,28.0,,18.6,very satisfied,disagree,agree,,agree,strongly agree
1212,0.4714985548,male,15.0,mountain,37.0,57832.5,61.0,38.0,35.0,74.8,very satisfied,agree,strongly disagree,disagree,disagree,neither agree nor disagree
1213,0.4714985548,male,12.0,mountain,52.0,19277.5,37.0,28.0,,18.6,mod. satisfied,agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
1214,0.4714985548,female,16.0,mountain,38.0,70100.0,38.0,53.0,49.0,43.0,mod. satisfied,,,,,
1215,0.9429971097,male,11.0,mountain,55.0,2453.5,45.0,,25.0,31.2,a little dissat,,,,,
1216,0.9429971097,female,13.0,mountain,75.0,26287.5,37.0,28.0,44.0,32.6,mod. satisfied,strongly agree,,disagree,disagree,strongly agree
1217,0.9429971097,female,14.0,mountain,50.0,38555.0,25.0,48.0,,23.8,very satisfied,disagree,disagree,,agree,agree
1218,0.9429971097,female,12.0,mountain,25.0,31545.0,51.0,45.0,18.0,41.1,very satisfied,,,,,
1219,0.9429971097,male,12.0,mountain,28.0,38555.0,28.0,,59.0,22.9,very satisfied,,,,,
1220,0.4714985548,male,16.0,mountain,76.0,3855.5,51.0,28.0,42.0,58.1,,,,,,
1221,2.35896796,male,16.0,mountain,52.0,158201.8412,58.0,47.0,31.0,81.9,very satisfied,agree,agree,agree,agree,agree
1222,1.414495664,male,12.0,e. sou. central,22.0,47317.5,45.0,53.0,46.0,31.2,mod. satisfied,,,,,
1223,0.9429971097,male,11.0,e. sou. central,57.0,31545.0,50.0,47.0,35.0,68.6,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,agree
1224,0.4714985548,female,8.0,e. sou. central,84.0,14896.25,42.0,,,26.5,,agree,disagree,disagree,disagree,neither agree nor disagree
1225,0.9429971097,female,14.0,e. sou. central,63.0,84120.0,36.0,35.0,43.0,44.6,very satisfied,,,,,
1226,0.4714985548,female,20.0,e. sou. central,58.0,70100.0,50.0,64.0,,68.6,very satisfied,strongly agree,disagree,disagree,disagree,neither agree nor disagree
1227,0.9429971097,female,11.0,e. sou. central,43.0,57832.5,48.0,46.0,50.0,28.6,very satisfied,,,,,
1228,1.414495664,female,13.0,e. sou. central,25.0,22782.5,74.0,61.0,36.0,84.5,very satisfied,agree,disagree,disagree,strongly disagree,neither agree nor disagree
1229,0.9429971097,male,10.0,e. sou. central,39.0,22782.5,28.0,25.0,,25.2,very satisfied,,,,,
1230,1.414495664,female,15.0,e. sou. central,31.0,26287.5,64.0,,38.0,84.2,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
1231,0.4714985548,female,12.0,e. sou. central,39.0,26287.5,39.0,17.0,63.0,67.7,mod. satisfied,agree,agree,disagree,agree,neither agree nor disagree
1232,0.4714985548,female,12.0,e. sou. central,34.0,26287.5,47.0,25.0,26.0,69.4,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
1233,0.9429971097,male,14.0,e. sou. central,27.0,38555.0,24.0,21.0,,20.7,mod. satisfied,agree,disagree,disagree,disagree,agree
1234,1.414495664,male,16.0,e. sou. central,35.0,31545.0,31.0,51.0,49.0,19.6,a little dissat,agree,disagree,disagree,agree,disagree
1235,0.4714985548,female,17.0,e. sou. central,24.0,31545.0,31.0,43.0,39.0,39.7,very satisfied,,,,,
1236,1.17948398,male,16.0,e. sou. central,48.0,47317.5,65.0,53.0,,86.7,mod. satisfied,strongly disagree,strongly disagree,disagree,agree,agree
1237,2.35896796,male,14.0,e. sou. central,21.0,112160.0,29.0,45.0,47.0,39.9,very satisfied,agree,disagree,disagree,disagree,strongly agree
1238,0.9429971097,male,15.0,e. sou. central,30.0,38555.0,44.0,64.0,50.0,52.5,mod. satisfied,,,,,
1239,0.4714985548,male,15.0,e. sou. central,36.0,84120.0,31.0,80.0,26.0,31.3,very satisfied,agree,disagree,disagree,disagree,disagree
1240,0.4714985548,male,12.0,e. sou. central,52.0,9638.75,20.0,,50.0,10.6,,agree,agree,,disagree,agree
1241,0.9429971097,male,17.0,e. sou. central,36.0,158201.8412,72.0,,38.0,77.4,mod. satisfied,agree,disagree,disagree,strongly disagree,neither agree nor disagree
1242,0.4714985548,female,18.0,e. sou. central,80.0,84120.0,74.0,,53.0,84.5,,disagree,disagree,agree,disagree,agree
1243,0.4714985548,female,16.0,e. sou. central,27.0,22782.5,37.0,,72.0,32.6,mod. satisfied,,,,,
1244,1.414495664,female,18.0,e. sou. central,24.0,16648.75,35.0,53.0,,21.8,mod. satisfied,disagree,strongly disagree,disagree,agree,disagree
1245,1.414495664,female,12.0,new england,44.0,47317.5,47.0,47.0,35.0,38.8,very satisfied,strongly agree,disagree,disagree,disagree,agree
1246,2.35896796,male,11.0,new england,89.0,16648.75,44.0,35.0,50.0,25.1,,agree,agree,disagree,agree,agree
1247,1.414495664,male,13.0,new england,22.0,47317.5,31.0,54.0,28.0,39.7,very satisfied,,,,,
1248,1.414495664,male,12.0,new england,48.0,38555.0,39.0,33.0,31.0,38.1,very dissatisfied,disagree,disagree,agree,disagree,strongly agree
1249,0.4714985548,female,9.0,new england,33.0,14896.25,47.0,35.0,45.0,65.3,very satisfied,,,,,
1250,0.4714985548,female,12.0,new england,59.0,6309.0,24.0,,27.0,17.1,very satisfied,disagree,strongly agree,disagree,strongly agree,strongly agree
1251,0.4714985548,male,13.0,new england,43.0,31545.0,35.0,47.0,,32.0,very dissatisfied,strongly agree,disagree,disagree,disagree,agree
1252,1.885994219,female,12.0,new england,32.0,,22.0,,42.0,17.5,very satisfied,,,,,
1253,1.17948398,female,16.0,new england,62.0,,60.0,,70.0,41.4,,agree,strongly disagree,disagree,disagree,neither agree nor disagree
1254,0.9429971097,female,12.0,new england,53.0,70100.0,17.0,,45.0,45.3,mod. satisfied,disagree,disagree,disagree,disagree,agree
1255,0.4714985548,female,13.0,new england,59.0,47317.5,64.0,,70.0,84.2,very satisfied,strongly agree,agree,disagree,disagree,disagree
1256,1.414495664,male,12.0,new england,47.0,84120.0,28.0,,49.0,25.2,very satisfied,strongly agree,strongly disagree,disagree,agree,disagree
1257,1.885994219,female,12.0,new england,18.0,31545.0,,48.0,31.0,,,agree,disagree,disagree,disagree,agree
1258,0.4714985548,male,12.0,new england,64.0,31545.0,35.0,33.0,28.0,31.6,very satisfied,strongly disagree,strongly agree,disagree,strongly agree,strongly agree
1259,3.53845194,male,12.0,new england,22.0,,33.0,32.0,,13.6,very satisfied,,,,,
1260,0.9429971097,female,16.0,new england,37.0,112160.0,68.0,37.0,50.0,89.9,mod. satisfied,strongly agree,strongly disagree,disagree,disagree,neither agree nor disagree
1261,0.4714985548,female,16.0,new england,31.0,38555.0,48.0,48.0,73.0,57.5,mod. satisfied,agree,disagree,disagree,disagree,disagree
1262,0.4714985548,female,14.0,new england,72.0,19277.5,48.0,64.0,24.0,24.2,,disagree,agree,agree,agree,strongly agree
1263,0.9429971097,female,16.0,new england,32.0,47317.5,71.0,,72.0,88.7,mod. satisfied,,,,,
1264,0.9429971097,male,16.0,new england,69.0,57832.5,46.0,64.0,38.0,59.8,,,,,,
1265,0.4714985548,female,16.0,new england,32.0,70100.0,39.0,33.0,39.0,67.7,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
1266,0.9429971097,male,16.0,new england,32.0,31545.0,38.0,50.0,62.0,39.2,a little dissat,agree,disagree,disagree,disagree,agree
1267,0.4714985548,female,15.0,new england,60.0,26287.5,47.0,47.0,43.0,38.8,a little dissat,strongly agree,disagree,disagree,disagree,agree
1268,0.4714985548,male,5.0,middle atlantic,70.0,9638.75,32.0,,46.0,13.2,,disagree,strongly agree,disagree,agree,agree
1269,0.4714985548,female,14.0,middle atlantic,41.0,31545.0,31.0,38.0,,19.6,very satisfied,agree,disagree,disagree,disagree,agree
1270,0.9429971097,female,17.0,middle atlantic,35.0,7886.25,74.0,69.0,,84.5,a little dissat,agree,strongly disagree,disagree,disagree,neither agree nor disagree
1271,0.4714985548,female,14.0,middle atlantic,77.0,350.5,47.0,,49.0,38.8,,strongly agree,agree,disagree,strongly disagree,disagree
1272,0.4714985548,male,10.0,middle atlantic,57.0,13143.75,28.0,48.0,44.0,25.2,very satisfied,,,,,
1273,0.9429971097,male,15.0,middle atlantic,26.0,7886.25,38.0,47.0,35.0,59.1,a little dissat,,,,,
1274,0.4714985548,male,12.0,middle atlantic,56.0,16648.75,40.0,31.0,39.0,38.3,a little dissat,disagree,disagree,disagree,disagree,agree
1275,0.4714985548,male,16.0,middle atlantic,24.0,38555.0,51.0,48.0,49.0,63.7,mod. satisfied,,disagree,disagree,,agree
1276,0.4714985548,female,11.0,middle atlantic,56.0,6309.0,48.0,35.0,,24.2,very satisfied,strongly agree,disagree,disagree,disagree,disagree
1277,0.4714985548,female,3.0,middle atlantic,39.0,16648.75,22.0,,46.0,14.8,mod. satisfied,strongly agree,agree,disagree,disagree,disagree
1278,0.9429971097,female,20.0,middle atlantic,30.0,31545.0,74.0,74.0,80.0,84.5,,,,,,
1279,0.9429971097,female,16.0,middle atlantic,26.0,11391.25,25.0,38.0,31.0,23.8,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
1280,0.9429971097,female,12.0,middle atlantic,31.0,3154.5,25.0,,25.0,12.6,mod. satisfied,disagree,disagree,,agree,strongly agree
1281,2.35896796,female,16.0,middle atlantic,36.0,84120.0,65.0,,42.0,87.3,very satisfied,,,,,
1282,0.9429971097,male,16.0,middle atlantic,69.0,84120.0,60.0,,45.0,65.3,very satisfied,agree,disagree,disagree,disagree,disagree
1283,0.9429971097,female,16.0,middle atlantic,39.0,84120.0,49.0,61.0,68.0,56.9,very satisfied,agree,strongly disagree,disagree,strongly disagree,disagree
1284,0.9429971097,male,11.0,middle atlantic,53.0,47317.5,35.0,47.0,35.0,31.6,very satisfied,agree,disagree,disagree,strongly agree,strongly agree
1285,0.4714985548,male,12.0,middle atlantic,55.0,38555.0,28.0,,39.0,25.2,very satisfied,,,,,
1286,1.414495664,female,9.0,middle atlantic,50.0,2453.5,30.0,,40.0,24.1,very dissatisfied,agree,disagree,disagree,disagree,strongly agree
1287,0.9429971097,male,18.0,middle atlantic,31.0,47317.5,65.0,53.0,54.0,86.7,mod. satisfied,,,,,
1288,0.4714985548,female,17.0,middle atlantic,70.0,31545.0,61.0,,29.0,80.9,,agree,disagree,disagree,disagree,agree
1289,0.4714985548,female,14.0,middle atlantic,68.0,158201.8412,50.0,,31.0,32.6,very satisfied,,,,,
1290,0.9429971097,male,15.0,middle atlantic,73.0,158201.8412,74.0,,27.0,84.5,very satisfied,agree,disagree,disagree,disagree,
1291,1.17948398,female,20.0,middle atlantic,60.0,38555.0,38.0,,69.0,25.7,very satisfied,,,,,
1292,0.9429971097,male,12.0,middle atlantic,30.0,31545.0,28.0,28.0,45.0,25.2,very satisfied,,,,,
1293,0.9429971097,female,14.0,middle atlantic,60.0,70100.0,32.0,,33.0,35.8,mod. satisfied,agree,strongly disagree,disagree,strongly disagree,agree
1294,1.17948398,male,12.0,middle atlantic,61.0,31545.0,29.0,33.0,44.0,29.5,very dissatisfied,,,,,
1295,0.5947257251,female,11.0,middle atlantic,69.0,7886.25,25.0,,38.0,12.6,very satisfied,agree,disagree,,agree,
1296,0.4714985548,male,9.0,middle atlantic,41.0,1402.0,49.0,,,51.8,a little dissat,agree,disagree,agree,disagree,disagree
1297,0.4714985548,male,14.0,middle atlantic,64.0,7886.25,48.0,74.0,,51.5,,,,,,
1298,0.9429971097,female,12.0,middle atlantic,63.0,22782.5,35.0,,35.0,26.8,,agree,disagree,disagree,disagree,disagree
1299,0.9429971097,male,11.0,middle atlantic,22.0,2453.5,49.0,35.0,,45.4,very satisfied,,,,,
1300,0.9429971097,female,12.0,middle atlantic,33.0,350.5,,,,,very dissatisfied,agree,strongly disagree,agree,strongly disagree,disagree
1301,0.4714985548,male,16.0,middle atlantic,56.0,57832.5,72.0,,49.0,77.4,mod. satisfied,,,,,
1302,0.9429971097,female,15.0,middle atlantic,30.0,84120.0,46.0,46.0,,52.0,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,agree
1303,0.9429971097,female,14.0,middle atlantic,89.0,16648.75,36.0,42.0,,24.6,,,,,,
1304,0.4714985548,female,16.0,middle atlantic,61.0,98140.0,33.0,50.0,38.0,63.7,very satisfied,strongly agree,disagree,disagree,strongly disagree,agree
1305,0.9429971097,male,12.0,middle atlantic,55.0,38555.0,29.0,36.0,35.0,23.3,mod. satisfied,,,,,
1306,0.4714985548,female,18.0,middle atlantic,67.0,38555.0,64.0,61.0,51.0,82.5,,strongly agree,strongly disagree,disagree,disagree,agree
1307,0.9429971097,female,12.0,middle atlantic,61.0,47317.5,28.0,31.0,46.0,18.8,,,,,,
1308,1.414495664,male,12.0,middle atlantic,69.0,7886.25,31.0,,31.0,23.0,,disagree,disagree,disagree,strongly agree,agree
1309,1.414495664,male,16.0,middle atlantic,30.0,70100.0,31.0,,42.0,37.6,mod. satisfied,,,,,
1310,0.9429971097,male,12.0,middle atlantic,70.0,26287.5,59.0,46.0,49.0,65.1,,disagree,disagree,disagree,disagree,strongly agree
1311,0.4714985548,male,13.0,middle atlantic,41.0,31545.0,35.0,53.0,35.0,32.0,a little dissat,strongly agree,agree,agree,disagree,agree
1312,0.4714985548,female,8.0,middle atlantic,67.0,13143.75,38.0,,39.0,58.2,mod. satisfied,disagree,agree,agree,disagree,agree
1313,0.4714985548,male,12.0,middle atlantic,62.0,9638.75,26.0,22.0,,28.5,,,,,,
1314,0.4714985548,female,14.0,middle atlantic,36.0,31545.0,44.0,53.0,64.0,36.4,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,strongly agree
1315,1.414495664,female,14.0,middle atlantic,51.0,158201.8412,47.0,47.0,50.0,38.8,very satisfied,strongly agree,disagree,disagree,strongly disagree,disagree
1316,0.9429971097,female,16.0,middle atlantic,65.0,47317.5,47.0,21.0,45.0,69.4,very satisfied,strongly agree,disagree,disagree,disagree,disagree
1317,1.414495664,male,12.0,middle atlantic,63.0,84120.0,26.0,50.0,,28.5,mod. satisfied,agree,disagree,disagree,disagree,agree
1318,1.414495664,male,16.0,middle atlantic,23.0,84120.0,52.0,49.0,47.0,82.4,mod. satisfied,,,,,
1319,0.4714985548,female,12.0,middle atlantic,89.0,1402.0,31.0,,35.0,19.6,very satisfied,agree,agree,agree,agree,disagree
1320,0.9429971097,female,16.0,middle atlantic,47.0,47317.5,37.0,43.0,39.0,57.8,very satisfied,agree,disagree,disagree,disagree,agree
1321,0.4714985548,female,12.0,middle atlantic,75.0,70100.0,39.0,,,41.0,,,,,,
1322,0.9429971097,male,12.0,middle atlantic,24.0,57832.5,42.0,48.0,39.0,35.3,mod. satisfied,,,,,
1323,0.9429971097,male,13.0,middle atlantic,42.0,112160.0,73.0,51.0,33.0,84.0,very satisfied,disagree,agree,disagree,disagree,disagree
1324,0.4714985548,female,12.0,south atlantic,29.0,7886.25,,28.0,,,very satisfied,,,,,
1325,0.9429971097,female,14.0,south atlantic,26.0,16648.75,55.0,80.0,,37.2,mod. satisfied,strongly agree,disagree,disagree,strongly disagree,neither agree nor disagree
1326,1.414495664,female,10.0,south atlantic,89.0,5257.5,24.0,,,17.1,,strongly agree,strongly disagree,disagree,strongly disagree,agree
1327,0.9429971097,female,12.0,south atlantic,76.0,38555.0,31.0,,38.0,37.6,,strongly disagree,strongly agree,disagree,strongly agree,disagree
1328,0.9429971097,female,12.0,south atlantic,36.0,47317.5,29.0,,35.0,39.9,very satisfied,,,,,
1329,0.9429971097,female,12.0,south atlantic,77.0,38555.0,45.0,42.0,36.0,38.3,mod. satisfied,strongly disagree,strongly agree,agree,disagree,disagree
1330,0.9429971097,male,12.0,south atlantic,32.0,70100.0,42.0,21.0,42.0,35.3,very satisfied,agree,strongly disagree,disagree,disagree,disagree
1331,0.9429971097,male,12.0,south atlantic,72.0,9638.75,35.0,,48.0,32.0,,strongly agree,strongly disagree,agree,strongly disagree,neither agree nor disagree
1332,0.9429971097,female,17.0,south atlantic,39.0,22782.5,25.0,65.0,50.0,23.8,mod. satisfied,,,,,
1333,0.9429971097,female,12.0,south atlantic,71.0,47317.5,33.0,,27.0,29.9,,agree,agree,disagree,agree,agree
1334,0.4714985548,male,14.0,south atlantic,31.0,70100.0,32.0,,65.0,26.9,very satisfied,strongly disagree,disagree,disagree,disagree,agree
1335,0.9429971097,male,18.0,south atlantic,69.0,84120.0,53.0,31.0,72.0,68.6,,agree,disagree,disagree,disagree,agree
1336,0.9429971097,male,3.0,south atlantic,35.0,11391.25,33.0,,27.0,13.6,very satisfied,,,,,
1337,0.9429971097,male,16.0,south atlantic,80.0,57832.5,64.0,47.0,50.0,82.5,,agree,agree,agree,disagree,agree
1338,0.4714985548,male,16.0,south atlantic,49.0,112160.0,64.0,55.0,63.0,71.8,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,strongly agree
1339,0.9429971097,male,12.0,south atlantic,42.0,31545.0,49.0,,46.0,45.4,mod. satisfied,agree,disagree,disagree,disagree,agree
1340,0.9429971097,female,3.0,south atlantic,36.0,11391.25,27.0,31.0,46.0,14.0,,disagree,agree,agree,agree,agree
1341,0.9429971097,male,10.0,south atlantic,71.0,47317.5,27.0,31.0,,14.0,,,,,,
1342,1.414495664,male,6.0,south atlantic,64.0,350.5,50.0,,24.0,68.6,,disagree,disagree,disagree,strongly agree,strongly agree
1343,1.17948398,male,14.0,south atlantic,57.0,16648.75,45.0,,25.0,38.8,mod. satisfied,agree,agree,disagree,agree,disagree
1344,1.885994219,female,12.0,south atlantic,24.0,,31.0,,50.0,39.7,mod. satisfied,,,,,
1345,3.53845194,female,13.0,south atlantic,47.0,47317.5,47.0,,50.0,38.8,very satisfied,agree,strongly disagree,disagree,disagree,strongly agree
1346,1.885994219,male,13.0,south atlantic,23.0,84120.0,47.0,38.0,43.0,69.4,very satisfied,,,,,
1347,1.885994219,male,14.0,south atlantic,46.0,112160.0,47.0,,73.0,69.4,a little dissat,strongly agree,disagree,disagree,strongly disagree,strongly agree
1348,1.414495664,male,10.0,south atlantic,57.0,57832.5,43.0,48.0,35.0,52.4,very satisfied,strongly agree,strongly agree,disagree,strongly disagree,strongly agree
1349,2.35896796,female,18.0,south atlantic,50.0,31545.0,53.0,,62.0,64.2,mod. satisfied,,,,,
1350,0.4714985548,female,13.0,south atlantic,34.0,31545.0,62.0,28.0,,53.0,,agree,disagree,agree,disagree,agree
1351,1.414495664,male,13.0,south atlantic,20.0,,,,50.0,,,,,,,
1352,0.9429971097,female,15.0,south atlantic,49.0,57832.5,47.0,33.0,38.0,38.8,very satisfied,strongly agree,disagree,disagree,disagree,neither agree nor disagree
1353,0.9429971097,female,15.0,south atlantic,30.0,57832.5,46.0,33.0,,52.0,very dissatisfied,agree,strongly disagree,disagree,strongly disagree,disagree
1354,0.9429971097,male,12.0,south atlantic,29.0,22782.5,25.0,44.0,,23.8,very satisfied,strongly disagree,disagree,disagree,disagree,agree
1355,0.4714985548,female,12.0,south atlantic,61.0,31545.0,31.0,21.0,28.0,19.6,very satisfied,agree,strongly disagree,disagree,disagree,disagree
1356,0.4714985548,female,20.0,south atlantic,29.0,16648.75,,38.0,34.0,,,strongly agree,strongly disagree,disagree,strongly disagree,agree
1357,0.9429971097,male,14.0,south atlantic,21.0,1402.0,,,49.0,,,,,,,
1358,0.9429971097,male,16.0,south atlantic,24.0,19277.5,70.0,60.0,24.0,86.1,,agree,disagree,disagree,disagree,neither agree nor disagree
1359,0.9429971097,female,18.0,south atlantic,34.0,158201.8412,47.0,,25.0,38.8,,strongly agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
1360,0.9429971097,female,14.0,south atlantic,25.0,47317.5,25.0,47.0,,12.6,mod. satisfied,agree,strongly disagree,disagree,disagree,disagree
1361,1.885994219,male,14.0,south atlantic,21.0,1402.0,,45.0,63.0,,,disagree,disagree,agree,disagree,disagree
1362,1.885994219,male,15.0,south atlantic,22.0,,,69.0,71.0,,,,,,,
1363,1.414495664,male,12.0,south atlantic,38.0,,36.0,,39.0,14.4,mod. satisfied,agree,agree,disagree,strongly agree,agree
1364,0.9429971097,male,12.0,south atlantic,70.0,38555.0,50.0,28.0,45.0,46.5,,,,,,
1365,0.9429971097,female,12.0,south atlantic,33.0,47317.5,35.0,48.0,35.0,21.8,very satisfied,disagree,disagree,disagree,disagree,strongly disagree
1366,0.9429971097,female,10.0,south atlantic,75.0,22782.5,37.0,47.0,,33.2,,strongly agree,strongly disagree,disagree,strongly disagree,agree
1367,0.9429971097,male,12.0,south atlantic,56.0,14896.25,27.0,,35.0,23.3,mod. satisfied,,,,,
